,text,place,long,lat,clean_text,GPE,FAC,ORG,LOC
272, Helllllooo San Fransisco @ Axiom Hotel San Francisco https://t.co/A1VRrR2e6n, San Francisco; CA,-122.40804170000001,37.78488235, Helllllooo San Fransisco at  Axiom Hotel San Francisco,[San Francisco],[],[Axiom Hotel],[]
273,My next video is all about natural hair Q&A!!!! Please DM or comment below any questions about… https://t.co/cVxOXup6sS,,-122.13799999999999,37.4293,My next video is all about natural hair QA!!!! Please DM or comment below any questions about,[],[],[],[]
274,@oscarcards I have one with polka dots everywhere lmao,432daa3153c5fef9,-122.309848,37.577433,at oscarcards I have one with polka dots everywhere lmao,[],[],[],[]
275,People be hella critical on their issues but don't acknowledge or self-educate the way they perpetuate other issues. #TakeSeveralSeats,5ef5b7f391e30aff,-122.259472,37.866673999999996,People be hella critical on their issues but dont acknowledge or self-educate the way they perpetuate other issues. TakeSeveralSeats,[],[],[],[]
276,#lookingdowntoseeup @ The Magic of Chin-Chin https://t.co/vb6fHsGJBb,"Walnut Creek, CA",-122.0308918,37.87897337,lookingdowntoseeup at  The Magic of Chin-Chin,[],[],[],[]
277,I can't clean w/o music.,6da7626e4e9e26ba,-122.008567,38.286087,I cant clean wo music.,[],[],[],[]
278,I cant wait for this broke free loader I call a roommate to leave my house. Ugh,5a110d312052166f,-122.480822,37.717683,I cant wait for this broke free loader I call a roommate to leave my house. Ugh,[],[],[],[]
279,I’ll See The Light Tonight! Yngwie killed it Friday night in NorCal! #yngwiemalmsteen #monday #guitargod #fender #skill #allin #pic #photography #shred #swede #amazing #sweden #norcal #pose #lighting #sacramento… https://t.co/dsyUiFsuHo,"Vallejo, CA",-122.25717,38.10241,Ill See The Light Tonight! Yngwie killed it Friday night in NorCal! yngwiemalmsteen monday guitargod fender skill allin pic photography shred swede amazing sweden norcal pose lighting sacramento,[],[],[],[NorCal]
280,This nigga Jaden smith was wearing a fuckin crop top. That nigga hella sus 😑😂,6da7626e4e9e26ba,-122.034526,38.284096999999996,This nigga Jaden smith was wearing a fuckin crop top. That nigga hella sus ,[],[],[],[]
281," I'm at SoMa in San Francisco, CA https://t.co/s0TEqycz3m", San Francisco; CA,-122.40288229999999,37.78123464," Im at SoMa in San Francisco, CA","[San Francisco, CA]",[SoMa],[],[]
282, Red House Blues Band at the Lafayette Art and Wone Festival #lafayettefestival @ Lafayette Art… https://t.co/bCOac6xF5N, Lafayette; CA,-122.1212213,37.89148356, Red House Blues Band at the Lafayette Art and Wone Festival lafayettefestival at  Lafayette Art,[],[Lafayette Art],[Red House Blues Band],[]
283,“@TayFayeTho: QUOTE DIS with a pic of you &amp; I !!!!!”😬😬😬 http://t.co/qbJSwFf0Hm,7b5667de9caf1b92,-122.253804,38.129275,at TayFayeTho: QUOTE DIS with a pic of you amp; I !!!!!,[],[],[],[]
284,“@CHlLDHOODRUINER: this squirrel is one of the realest niggas i know all he wants to do is smoke blunts and bust nuts http://t.co/r6RTdnJDnr,ab2f2fac83aa388d,-122.20766699999999,37.777014,at CHlLDHOODRUINER: this squirrel is one of the realest niggas i know all he wants to do is smoke blunts and bust nuts,[],[],[],[]
285,“Keep it simple” cake by Cecilia Pandolfo. Simply elegant indeed! 👏🏼👏🏼 @ City College of San Francisco Downtown Campus https://t.co/vqpZIvXcQb,"San Francisco, CA",-122.40472,37.78454,Keep it simple cake by Cecilia Pandolfo. Simply elegant indeed!  at  City College of San Francisco Downtown Campus,[],[],[City College of San Francisco Downtown Campus],[]
286,🎉Come party with us for Latino Fridays 🔥🔥FOR VIP BOTTLE SERVICE call/text… https://t.co/8hmYK9VI8i,,-122.39787,37.779089899999995,Come party with us for Latino Fridays FOR VIP BOTTLE SERVICE calltext,[],[],[],[]
287,Gonna see @FifthHarmony at the fair! Let's gooooo!,89e82c687111f62b,-120.941125,37.723679,Gonna see at FifthHarmony at the fair! Lets gooooo!,[],[],[],[]
288," Weather now: clear sky, 59°F, 2 mph south-southwest wind. https://t.co/0TzVWk3Po1", San Jose; CA,-121.89176640000001,37.3324843," Weather now: clear sky, 59F, 2 mph south-southwest wind.",[],[],[],[]
289,"temperature down 38°F -> 35°F
humidity up 56% -> 74%
wind 8mph -> 6mph",,-122.71,38.44,temperature down 38F - 35Fhumidity up 56 - 74wind 8mph - 6mph,[],[],[],[]
290," I'm at Belly – Left Coast Kitchen &amp; Taproom - @belly_707 in Santa Rosa, CA https://t.co/O2pAUJQ4Sd", Santa Rosa; CA,-122.71484240000001,38.44018229," Im at Belly  Left Coast Kitchen amp; Taproom - at belly707 in Santa Rosa, CA","[Santa Rosa, CA]",[],[],[]
291,@3gomez1 now hear me out. Apple sauce filled donuts,ab2a6a25454fda97,-121.78779899999999,36.930663,at 3gomez1 now hear me out. Apple sauce filled donuts,[],[],[],[]
292,Recently at Brightworks... #sfbrightworks #cloth #walkthrough #tour @ SF Brightworks https://t.co/lrOm3WdNdz,,-122.4103637,37.762241100000004,Recently at Brightworks... sfbrightworks cloth walkthrough tour at  SF Brightworks,[],[],"[Brightworks, sfbrightworks]",[]
293, #commute @ I-280 https://t.co/KAMSYRSnFo, Loyola; CA,-122.09492659999998,37.34459346, commute at  I-280,[],[I-280],[],[]
294,"Twas ever thus. 🤐 (@ Pacific Market in Santa Rosa, CA) https://t.co/UjkJtckT7I https://t.co/IHtHwg33bP","Santa Rosa, CA",-122.70233970000001,38.45404614,"Twas ever thus.  at  Pacific Market in Santa Rosa, CA","[Santa Rosa, CA]",[Pacific Market],[],[]
296,You know what sucks? Is when someone else makes you look like the bad guy all the time even when they left you..,5cda0a6ac9cf8725,-122.704081,38.342746999999996,You know what sucks? Is when someone else makes you look like the bad guy all the time even when they left you..,[],[],[],[]
297, Game day shout to same_ole_nitty  #49erfanempire #49ers #49erfanempiregirls #theninerempire… https://t.co/7JjE8iAcyD, Santa Clara; CA,-121.97103909999998,37.40318386, Game day shout to sameolenitty  49erfanempire 49ers 49erfanempiregirls theninerempire,[],[],[],[]
298,Great work recovering the Mona Lisa!  #EscapeSF @ EscapeSF - Real Time Escape Games https://t.co/cAx1LZWn1F,,-122.40452350000001,37.79370686,Great work recovering the Mona Lisa!  EscapeSF at  EscapeSF - Real Time Escape Games,[],[],[],[]
299," To make y'all feel better and myself, here is a beat I'm working on for a client. Yep! If you… https://t.co/T5SjJ9XVW1", Vacaville; CA,-121.95870579999999,38.3348895," To make yall feel better and myself, here is a beat Im working on for a client. Yep! If you",[],[],[],[]
300,@QueenB_KristaG cocaine and champagne,5a110d312052166f,-122.45015,37.714233,at QueenBKristaG cocaine and champagne,[],[],[],[]
301,@CreemDeLaNewNew 💀💀💀💀💀,ab2f2fac83aa388d,-122.218359,37.787037,at CreemDeLaNewNew ,[],[],[],[]
302,#thesefuckingguys @ San Jose International Airport (SJC) https://t.co/AOOl17K0MZ,,-121.9271195,37.36704655,thesefuckingguys at  San Jose International Airport SJC,[],[San Jose International Airport],[],[]
303,@JessyGee10 planning stuff is too much work and people always flake.,ebd427773b31cb21,-121.873318,38.017751000000004,at JessyGee10 planning stuff is too much work and people always flake.,[],[],[],[]
304,Who has dro ? OONLY DAANK DO3 ?,ab2f2fac83aa388d,-122.19576699999999,37.769354,Who has dro ? OONLY DAANK DO3 ?,[],[],[],[]
305,@truu_hypeee cause you a crack head ass nigga like me...,e41805d7248dbf1e,-120.92736399999998,37.648082,at truuhypeee cause you a crack head ass nigga like me...,[],[],[],[]
306,"#pizza @ Antioch, California https://t.co/IQIXRWLdbY",,-121.802,37.9924,"pizza at  Antioch, California","[Antioch, California]",[],[],[]
308,Next level. Wonder what's on that boat. @ Ocean Beach Parking Lot https://t.co/3gGTfnXtfG,"San Francisco, CA",-122.51165729999998,37.77489814,Next level. Wonder whats on that boat. at  Ocean Beach Parking Lot,[],[Ocean Beach Parking Lot],[],[]
309,Bright yellow with textured flower pattern #1960s #vintagesuitcase #carryon size. In excellent… https://t.co/19TYHWM4pF,,-122.26619,37.8065,Bright yellow with textured flower pattern 1960s vintagesuitcase carryon size. In excellent,[],[],[],[]
310,“@HoodieAllen: The difference a year makes #transformationtuesday #stlouis http://t.co/V7VAtK0j60” shiet,7d62cffe6f98f349,-121.88225200000001,37.328329,at HoodieAllen: The difference a year makes transformationtuesday stlouis shiet,[],[],[],[]
311, Drinking a Pumking by @stbcbeer at @beerrevolution — https://t.co/lQiw5Q2bCo, Oakland; CA,-122.27600000000001,37.7971, Drinking a Pumking by at stbcbeer at at beerrevolution ,[],[],[],[]
312,@epturner7 love you too liz! 🐷 #ripSprout,a769d8f00b12878d,-122.476171,37.591467,at epturner7 love you too liz!  ripSprout,[],[],[],[]
313,"Thank you everyone for the birthday wishes!! 🍰 the cake is a lie, but we can share it if you like",5a110d312052166f,-122.47771399999999,37.763302,"Thank you everyone for the birthday wishes!!  the cake is a lie, but we can share it if you like",[],[],[],[]
314," Good morning errybody @ Mission District, San Francisco https://t.co/xOU8ViFHD8", San Francisco; CA,-122.42,37.76," Good morning errybody at  Mission District, San Francisco",[San Francisco],[],[],[Mission District]
315,Once you go black you never go back isn’t always true 🤔 first session from black box color.… https://t.co/Kj7zcns0sx,,-120.48331999999999,37.30191,Once you go black you never go back isnt always true  first session from black box color.,[],[],[],[]
316,MARVEL JUMPED THE SHARK WITH THEIR FEMALE THOR STORY,ab2f2fac83aa388d,-122.25837,37.828492,MARVEL JUMPED THE SHARK WITH THEIR FEMALE THOR STORY,[],[],[],[]
317," Come join me, @djjaes1 @chuygomez  this Friday night inside the one… https://t.co/iIKYsQ5LWo", San Francisco; CA,-122.39787,37.779089899999995," Come join me, at djjaes1 at chuygomez  this Friday night inside the one",[],[],[],[]
318, Me about to enjoy my L&amp;L chicken katsu dinner while on the go. Let’s eat! Me and my mom were out… https://t.co/ggz4WokyLW, San Jose; CA,-121.87299999999999,37.3041, Me about to enjoy my Lamp;L chicken katsu dinner while on the go. Lets eat! Me and my mom were out,[],[],[],[]
319,Damn!! Doms mixtape is fire!,7d62cffe6f98f349,-121.778457,37.324544,Damn!! Doms mixtape is fire!,[],[],[],[]
320,2 days ago my mom wasn't gonna be drinking wine anymore.. Bought 3 bottles just now. That lasted well 😂,45cadd6ef118ec9f,-122.01801699999999,37.356724,2 days ago my mom wasnt gonna be drinking wine anymore.. Bought 3 bottles just now. That lasted well ,[],[],[],[]
321,People who are single should enjoy it while they can. I see people desperate looking for someone to be with. It will happen. Give it time💙,5ecbd073f39c00fa,-122.03768500000001,37.621955,People who are single should enjoy it while they can. I see people desperate looking for someone to be with. It will happen. Give it time,[],[],[],[]
322," sangria一般。。。 (at @SoMaStrEatFood Park in San Francisco, CA) https://t.co/KW3I98WqGm", San Francisco; CA,-122.41183740000001,37.7697734," sangria一般 at at SoMaStrEatFood Park in San Francisco, CA","[San Francisco, CA]",[SoMaStrEatFood Park],[],[]
323, $8 for a Haircut at Schroeder's https://t.co/47oNe0SGFT, San Jose; CA,-121.99600000000001,37.2923, 8 for a Haircut at Schroeders,[],[],[],[]
324,The picture of the booty is a killer I swear!,7d62cffe6f98f349,-121.850922,37.351346,The picture of the booty is a killer I swear!,[],[],[],[]
325, Picking some beans #jacobscattle #driedbeans #certifiedorganic #farmwork #harvest… https://t.co/ibtiOhoXAr, California; USA,-122.12235,38.267379999999996, Picking some beans jacobscattle driedbeans certifiedorganic farmwork harvest,[],[],[],[]
326,"Tonights ""beer to beat"". - Drinking a Fortunate Sun by @ModernTimesBeer/@GreatNotionPDX at @craftyfoxsf  — https://t.co/hbhwoyi2uW #photo",,-122.42,37.77,Tonights beer to beat. - Drinking a Fortunate Sun by at ModernTimesBeerat GreatNotionPDX at at craftyfoxsf   photo,[],[],[],[]
327,"#FreshCutFriday💈
@dakaridominguez x #mulatvhiphop
@sonnydigital & @blackboe1 got a banger… https://t.co/W0y9SOq8bW",,-121.71,37.9353,FreshCutFridayat dakaridominguez x mulatvhiphopat sonnydigital  at blackboe1 got a banger,[],[],[],[]
328,I think I was born in the wrong generation...,6a71821001635bbd,-122.469248,37.691034,I think I was born in the wrong generation...,[],[],[],[]
330,WE MADE IT 🙌!!! Yesterday was one of the best Raws Ive ever been too. Wrestling never… https://t.co/YmHurMVBNN,,-121.90120929999999,37.33262957,WE MADE IT !!! Yesterday was one of the best Raws Ive ever been too. Wrestling never,[],[],[],[]
331,The only thing I ate today was a piece of chocolate and a cookie .. I mostly had bunch of tea ..,50df1c2f85d2654d,-122.00783200000001,38.378471999999995,The only thing I ate today was a piece of chocolate and a cookie .. I mostly had bunch of tea ..,[],[],[],[]
332,"#faith
#mind
#money
#fun
#jumpingintoyourdestiny 
#jamesearldickens 
#paraliminals @ San… https://t.co/BhRoXHYNUB",,-122.15299999999999,37.7107,faithmindmoneyfunjumpingintoyourdestiny jamesearldickens paraliminals at  San,[],[],[],[]
333,I wanna be your trophy,7d62cffe6f98f349,-121.80337,37.307751,I wanna be your trophy,[],[],[],[]
334,"""Skulls cause I kill the pussy "" - @crasbold http://t.co/91LeQ4p3tq",5b82cece3a4cff56,-121.884578,37.705246,Skulls cause I kill the pussy  - at crasbold,[],[],[],[]
335,"@kerrymflynn “When asked why people should want to save Yo, cofounder Or Arbel told Mashable, ""They shouldnt. Unless they use it and want to keep using it, then they should."" https://t.co/dRCWCPgzxi",,-122.39368229999998,37.79215211,"at kerrymflynn When asked why people should want to save Yo, cofounder Or Arbel told Mashable, They shouldnt. Unless they use it and want to keep using it, then they should.",[],[],[Mashable],[]
336, I left MY heart in San Francisco... @ The Golden Gate Bridge https://t.co/XbrQ7Czz9J, Califórnia; USA,-122.47846000000001,37.8183, I left MY heart in San Francisco... at  The Golden Gate Bridge,[San Francisco],[The Golden Gate Bridge],[],[]
338,Do u love me ? Like u say u love me ?,ab2f2fac83aa388d,-122.269926,37.806814,Do u love me ? Like u say u love me ?,[],[],[],[]
339,Pajaro CA Mon May 13th AM Forecast: REST OF TODAY Mostly Cloudy Hi 69 TONIGHT Patchy Fog Lo 51,"Watsonville, CA",-121.7472,36.9274,Pajaro CA Mon May 13th AM Forecast: REST OF TODAY Mostly Cloudy Hi 69 TONIGHT Patchy Fog Lo 51,"[Pajaro, CA]",[],[],[]
340,Lol,277b4360183b5d75,-121.81793400000001,37.366772,Lol,[],[],[],[]
341,Girl you make my heart go boom boom,61f1d75eb5064808,-122.141654,37.711919,Girl you make my heart go boom boom,[],[],[],[]
342,If your friendships only last a couple months ... That says a lot about you,6ef29a7e78ca38a5,-121.90325800000001,37.417024,If your friendships only last a couple months ... That says a lot about you,[],[],[],[]
343,One of the most important lessons I've learned in design this past year is to recognize when good isn't good enough.,5a110d312052166f,-122.40490600000001,37.775771999999996,One of the most important lessons Ive learned in design this past year is to recognize when good isnt good enough.,[],[],[],[]
344," On a good number brand new computers, I have a greater than 50% incidence of turning on File Vault leaving me with a brick.", Redwood City; CA,-122.2328113,37.48758172," On a good number brand new computers, I have a greater than 50 incidence of turning on File Vault leaving me with a brick.",[],[],[],[]
345,“@iCreateSluts: Indian people house be smelling so weird” just thought this yesterday when walking passed one.,1a5fd1b93128bb9e,-122.08866499999999,37.702438,at iCreateSluts: Indian people house be smelling so weird just thought this yesterday when walking passed one.,[],[],[],[]
346," OOT. 🌳🌳☉ #napa #napavalley #country #nature #woods #beauty #weekend #oot #sunrays @ Napa,… https://t.co/6UBFUjrGia", Napa; CA,-122.29899999999999,38.3048," OOT.  napa napavalley country nature woods beauty weekend oot sunrays at  Napa,",[Napa],[],[],[]
347, #SSF teaching a #wine class #sommlife can't wait for my #tacos #winning #bicoastal… https://t.co/LaXFlDEIQz, South San Francisco; CA,-122.41264209999999,37.6558631, SSF teaching a wine class sommlife cant wait for my tacos winning bicoastal,[],[],[],[]
348," This one is hard to believe, but Biggie just edged out Tupac on Friday.   Today we are gettin'… https://t.co/bsTpzA360s", Oakland; CA,-122.25506999999999,37.824059999999996," This one is hard to believe, but Biggie just edged out Tupac on Friday.   Today we are gettin",[],[],[],[]
349,"真心觉得看过navy pier，看过pier 39，其他都一样 (@ Santa Cruz Wharf - @cityofsantacruz in Santa Cruz, CA) https://t.co/jX4VwVoniN",,-122.02020390000001,36.96041813,"真心觉得看过navy pier看过pier 39其他都一样 at  Santa Cruz Wharf - at cityofsantacruz in Santa Cruz, CA","[Santa Cruz, CA]",[Santa Cruz Wharf],[],[]
350,I seriously just want to smoke then go to bed when I get off 😭😭,3656cfbea78908af,-122.127298,37.679879,I seriously just want to smoke then go to bed when I get off ,[],[],[],[]
351,@DrewUnga if iron dome worked more than half the time. .,5a110d312052166f,-122.494102,37.760065000000004,at DrewUnga if iron dome worked more than half the time. .,[],[],[],[]
352, Up to 76% Off at Jeremy Rothenberg Acupuncture https://t.co/VRltHqhaWA, San Francisco; CA,-122.40899999999999,37.7893, Up to 76 Off at Jeremy Rothenberg Acupuncture,[],[],[Jeremy Rothenberg Acupuncture],[]
353,@dezziedarling if you can leave that place without one you are a woman of abnormal self restraint!!!!,6a4364ea6f987c10,-122.09846499999999,37.379540999999996,at dezziedarling if you can leave that place without one you are a woman of abnormal self restraint!!!!,[],[],[],[]
354,"I'm at Super One in San Francisco, CA https://t.co/PM4cH7ZzED","San Francisco, CA",-122.41974440000001,37.78765037,"Im at Super One in San Francisco, CA","[San Francisco, CA]",[Super One],[],[]
355,All I need in this life of sin is me and my boyfriend Down to ride til the very end it's just me and my boyfriend 💋,029dd1f28dbd3d26,-122.321197,37.986706,All I need in this life of sin is me and my boyfriend Down to ride til the very end its just me and my boyfriend ,[],[],[],[]
356,@LeonOHHSHIT that's boring,61f1d75eb5064808,-122.154821,37.71717,at LeonOHHSHIT thats boring,[],[],[],[]
357,First you build love for somthing then the passion come 💈,b75eb8ff7e1eb2dc,-121.72041499999999,37.986189,First you build love for somthing then the passion come ,[],[],[],[]
358," #inspired #teacher #writer #professormikey (@ Santa Rosa Junior College - @srjc in Santa Rosa, CA) https://t.co/8ZKzdHlpRH", Santa Rosa; CA,-122.72011450000001,38.45612423," inspired teacher writer professormikey at  Santa Rosa Junior College - at srjc in Santa Rosa, CA","[Santa Rosa, CA]",[],"[Santa Rosa Junior College, srjc]",[]
359, My annual #photobomb with #RustyStaub #nantuckettonapa #music4brainhealth #napavalley @ Staglin… https://t.co/VBaKMkpV36, California; USA,-122.428426,38.440094, My annual photobomb with RustyStaub nantuckettonapa music4brainhealth napavalley at  Staglin,[],[],[],[]
360,@TNCAceBoogie @Tomazaquafresh hoooottt!!!,fbd6d2f5a4e4a15e,-121.96783799999999,37.504094,at TNCAceBoogie at Tomazaquafresh hoooottt!!!,[Tomazaquafresh],[],[],[]
361, 5-year-old student from New Jersey brings 30 packets of heroin to kindergarten classroom. https://t.co/8XLI6hEBA9, San Jose; CA,-121.89176640000001,37.3324843, 5-year-old student from New Jersey brings 30 packets of heroin to kindergarten classroom.,[New Jersey],[],[],[]
362,@Wais_Ansari I want in 👋👋,fbd6d2f5a4e4a15e,-121.853742,37.716759,at WaisAnsari I want in ,[WaisAnsari],[],[],[]
363,Utilities for the brewhouse are all hooked up! Power ✔️gas for the boiler (steam) ✔️ water ✔️.… https://t.co/8Ikj46UWG6,,-122.271,37.8044,Utilities for the brewhouse are all hooked up! Power gas for the boiler steam  water .,[],[],[],[]
364,Drinking a Cherry Chocolate Stout by @FactionBrewing at @factionbrewing — https://t.co/UERXIcaIOj,,-122.31,37.7866,Drinking a Cherry Chocolate Stout by at FactionBrewing at at factionbrewing ,[],[],[],[]
365,"“@edthehoodlum: Lames catch feelings, we catch flights.” Jet life",7d62cffe6f98f349,-121.881419,37.346488,"at edthehoodlum: Lames catch feelings, we catch flights. Jet life",[],[],[],[]
366,"@Am_Bk @theyeezymafia My internet sucked until I moved here tbh, and the only pair I should have got was frozen yellow (didn’t queue) but I forgot to log in on google so captcha was slow af and killed that dream.",,-121.9025388,37.31609636,"at AmBk at theyeezymafia My internet sucked until I moved here tbh, and the only pair I should have got was frozen yellow didnt queue but I forgot to log in on google so captcha was slow af and killed that dream.",[],[],[],[]
367," I'm at The Westin St. Francis on Union Square - @westinstfr in San Francisco, CA https://t.co/7fbziZ1zxg", San Francisco; CA,-122.40879890000001,37.78758113," Im at The Westin St. Francis on Union Square - at westinstfr in San Francisco, CA","[San Francisco, CA]","[Union Square, westinstfr]",[The Westin St. Francis],[]
368,"Just spending a little time with CRU9’s PR Guru @MerlotDown @southsidenapa!!!
I took this picture and realized that we had eaten all of our delicious food so fast that I had forgotten to… https://t.co/t0ZXg5Wr5f","Napa, CA",-122.3097947,38.28803431,Just spending a little time with CRU9s PR Guru at MerlotDown at southsidenapa!!!I took this picture and realized that we had eaten all of our delicious food so fast that I had forgotten to,[],[],[],[]
370,Get our free LastQuake app for real time #earthquake info! Share your experience and read others https://t.co/gmrQLbBZDY,,-121.98,37.84,Get our free LastQuake app for real time earthquake info! Share your experience and read others,[],[],[],[]
371,"primalflowstudio please let me know where to ship you this beautiful resin heart!

Big thanks to… https://t.co/YQyq0inZua",,-122.098,37.3682,primalflowstudio please let me know where to ship you this beautiful resin heart!Big thanks to,[],[],[],[]
373,NO ITS OVER,7b5667de9caf1b92,-122.22256399999999,38.111537,NO ITS OVER,[],[],[],[]
374,".#Alesong Floral, honey, citrus, barnyard funk. Tasty!!! - Drinking a Terroir : Pinot Gris ( Barrel-aged ) by Alesong Brewing & Blending at @thehopgrenade  — https://t.co/2XSlGRk7CY #photo",,-122.03399999999999,37.9779,".Alesong Floral, honey, citrus, barnyard funk. Tasty!!! - Drinking a Terroir : Pinot Gris  Barrel-aged  by Alesong Brewing  Blending at at thehopgrenade   photo",[],[],[Alesong Brewing],[]
375,When big acc don't follow back! Smh http://t.co/V8wKoxl6hm,3c9e627dd6b55d9e,-122.030915,36.973478,When big acc dont follow back! Smh,[],[],[],[]
376,What are you doing tonight? Come on down to the tasting room and play one of our 40+ games!… https://t.co/Y9aLfUJB2n,,-122.271,37.8044,What are you doing tonight? Come on down to the tasting room and play one of our 40 games!,[],[],[],[]
377, Going to try out some new Cremant #bubbles tonight w @tristanfairbank #ThankfulTuesday https://t.co/Fk73XbmkGa https://t.co/YFto6Vlz0D, Napa; CA,-122.3004645,38.32168488, Going to try out some new Cremant bubbles tonight w at tristanfairbank ThankfulTuesday,[],[],[tristanfairbank],[]
378,"That’s a wrap on #wmhpremiere party time! Grateful for every guest that bought a ticket, every… https://t.co/T1p9i8Hbjl",,-121.9510269,37.318648100000004,"Thats a wrap on wmhpremiere party time! Grateful for every guest that bought a ticket, every",[],[],[],[]
379,I laughed really hard at myself http://t.co/hr1XFkJ0XV,7d62cffe6f98f349,-121.81028400000001,37.241322,I laughed really hard at myself,[],[],[],[]
380,Got a call from the pool guy and all we hear is our dogs barking...hopefully they didn't eat him haha,fbd6d2f5a4e4a15e,-122.10888899999999,38.024289,Got a call from the pool guy and all we hear is our dogs barking...hopefully they didnt eat him haha,[],[],[],[]
381,I'm at City of Alameda in CA https://t.co/A1sawkTbgB,"Alameda, CA",-122.24250890000002,37.76294804,Im at City of Alameda in CA,[CA],[],[],[]
382,"📊 Basketball Americas Team Context Ratings for February 4, 2018
1. @SanLorenzo (8-0) 686.30
2. Flamengo (3-1) 659.60
3. Lima (2-0) 647.80
4. @InstitutoACC (7-1) 628.40
5. San Martin (8-3) 610.80
#AmerBB @NatStatAmerBB https://t.co/9iWzWA33Gh",,-121.9494656,37.5236445," Basketball Americas Team Context Ratings for February 4, 20181. at SanLorenzo 8-0 686.302. Flamengo 3-1 659.603. Lima 2-0 647.804. at InstitutoACC 7-1 628.405. San Martin 8-3 610.80AmerBB at NatStatAmerBB","[Flamengo, Lima]",[],"[SanLorenzo, InstitutoACC, San Martin, NatStatAmerBB]",[]
383,Easy Work. @ James Colgan Hair Salons. https://t.co/yaQSndD7qw,,-122.40613,37.78788,Easy Work. at  James Colgan Hair Salons.,[],[],[James Colgan Hair Salons],[]
384,Am literally in tears dying 😂😂 making videos with my Jj,2512fd690dc25d86,-120.60778300000001,37.395431,Am literally in tears dying  making videos with my Jj,[],[],[],[]
385, SF Symphony executive director Assink to step down: The transition marks the end of a long period of artistic... https://t.co/6o4XBvrnpk, San Francisco; CA,-122.4194155,37.7749295, SF Symphony executive director Assink to step down: The transition marks the end of a long period of artistic...,[],[],[SF Symphony],[]
386,"Ole!  Work is always more fun when the handsome La Tuna from Granada, Spain are in town!… https://t.co/6NtiXPalzc",,-122.4520173,37.71265091,"Ole!  Work is always more fun when the handsome La Tuna from Granada, Spain are in town!","[Granada, Spain]",[],[],[]
387,#automobile  #automotive #classiccar #tire #vehical #transportation #Street #Road #Driving… https://t.co/tY2ep2Pm2f,,-122.275,37.8718,automobile automotive classiccar tire vehical transportation Street Road Driving,[],[],[],[]
388,"Correction, Listen to the sounds of Bob Burnett at the Westside this afternoon!

#mjavineyards  #napavalley #monterey 
#santacruz #amador #tracyhills
#eldorado #centralcoast  #cabernetsauvignon 
#sauvignonblanc… https://t.co/4eA9Ilii9G","Santa Cruz, CA",-122.05853770000002,36.96369232,"Correction, Listen to the sounds of Bob Burnett at the Westside this afternoon!mjavineyards  napavalley monterey santacruz amador tracyhillseldorado centralcoast  cabernetsauvignon sauvignonblanc",[],[],[],[Westside]
389," This was nice 2 wake up 2. Thank U @Rachel_Hoyt_SB, &amp; bro.  ・・・ My brother introduced me to… https://t.co/T0fah6Zof3", San Jose; CA,-121.92308,37.341609999999996," This was nice 2 wake up 2. Thank U at RachelHoytSB, amp; bro.   My brother introduced me to",[],[],[],[]
390,The buick regal is the craziest sleeper in the world xD,6da7626e4e9e26ba,-122.145198,38.220525,The buick regal is the craziest sleeper in the world xD,[],[],[],[]
391,"I'm at The Deep Fried Twinky &amp; Pastrami Shop in Fremont, CA https://t.co/j4Gsgsi8YF",30344aecffe6a491,-121.9881213,37.54795969,"Im at The Deep Fried Twinky amp; Pastrami Shop in Fremont, CA","[Fremont, CA]",[],"[The Deep Fried Twinky amp, Pastrami Shop]",[]
392, Happy birthday to my best friends. sabrena.sampson @serethajc. We have been friends since we… https://t.co/xhTobx2afO, Oakland; CA,-122.1795308,37.76795717, Happy birthday to my best friends. sabrena.sampson at serethajc. We have been friends since we,[],[],[serethajc],[]
393," NYC bombing suspect Ahmad Khan Rahami alive but injured, loaded into ambulance. https://t.co/BgvJ1dl6QI", San Francisco; CA,-122.414876,37.78678264," NYC bombing suspect Ahmad Khan Rahami alive but injured, loaded into ambulance.",[NYC],[],[],[]
394,I could #stayinbed but it’s my school day and I’m ready for some unconditional love from the… https://t.co/w2zvJSy8op,,-122.41338300000001,37.78599106,I could stayinbed but its my school day and Im ready for some unconditional love from the,[],[],[],[]
395,“@lovemelongtime_: @j_wite2001 wtf is a millican??”my family from Louisiana,ab2f2fac83aa388d,-122.28432600000001,37.805667,at lovemelongtime: at jwite2001 wtf is a millican??my family from Louisiana,[Louisiana],[],[],[]
396,Real high on a plane.,ab2f2fac83aa388d,-122.212622,37.710196,Real high on a plane.,[],[],[],[]
397,"This is the closest Peet’s to our house! ☕️ (@ Peets Coffee in San Francisco, CA) https://t.co/Sn1txXP9D5 https://t.co/GMt6ogu3ER",,-122.39493,37.724724,"This is the closest Peets to our house!  at  Peets Coffee in San Francisco, CA","[San Francisco, CA]",[],"[Peets, Peets Coffee]",[]
398,Failure lies in not falling down. Failure lies in not getting up.,432daa3153c5fef9,-122.305237,37.559329999999996,Failure lies in not falling down. Failure lies in not getting up.,[],[],[],[]
399, #TheTemple #Fight&amp;Fitness #8LimbsFriday @ Fight and Fitness https://t.co/WAfrc3T6OH, San Francisco; CA,-122.41762,37.77146, TheTemple Fightamp;Fitness 8LimbsFriday at  Fight and Fitness,[],[],[],[]
